Series Name,Series Code,Country Name,Country Code,1990,2000,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Population growth (annual %),SP.POP.GROW,Kenya,KEN,3.400831691,2.915446842,2.409931364,2.294178016,2.20032212,2.202145562,2.175708427,2.032734005,1.978456948,2.009700111,1.942761283,1.909510311
Population growth (annual %),SP.POP.GROW,Kiribati,KIR,2.272580302,1.745494732,1.505392344,1.466543437,1.486483528,1.535613884,1.548120924,1.565423542,1.606512389,1.772654752,1.888540758,1.813156636
Population growth (annual %),SP.POP.GROW,"Korea, Dem. People's Rep.",PRK,1.475080753,0.698115634,0.457206407,0.495979807,0.52351508,0.519654351,0.497821204,0.476315092,0.45644682,0.4340173,0.40294521,0.37472956
Population growth (annual %),SP.POP.GROW,"Korea, Rep.",KOR,0.985130494,0.836180864,0.455218622,0.628149861,0.527288497,0.396851823,0.280968018,0.433519028,0.347874969,0.137869266,-0.176408651,-0.225898557
Population growth (annual %),SP.POP.GROW,Kosovo,XKX,1.897590146,-3.582127645,0.607467947,-0.294473631,-1.364932338,-0.596734074,0.753584843,0.339010962,-0.457730006,0.070131109,-0.229015994,-1.35587444
Population growth (annual %),SP.POP.GROW,Kuwait,KWT,-27.72222482,3.015393997,7.156824721,3.106740562,3.837569365,3.502809085,1.8798817,4.55608227,2.829852402,-1.832820647,-2.562808093,0.440405187
Population growth (annual %),SP.POP.GROW,Kyrgyz Republic,KGZ,1.924484883,1.191125924,1.984738667,2.006107899,2.059025966,2.037224422,1.933647156,1.99032207,2.08787614,1.897863823,1.686334859,1.652489234
Population growth (annual %),SP.POP.GROW,Lao PDR,LAO,2.842489334,1.686007204,1.402649861,1.364912288,1.423956165,1.519813691,1.534364495,1.518707268,1.495404815,1.47745666,1.433214065,1.396495684
Population growth (annual %),SP.POP.GROW,Latvia,LVA,-0.142736398,-0.963935407,-1.071034803,-0.941743354,-0.818626341,-0.913885332,-0.886215573,-0.779138396,-0.69523914,-0.701211571,-0.843294678,-0.058972328
Population growth (annual %),SP.POP.GROW,Lebanon,LBN,1.915947495,1.648031352,9.226496128,9.971969542,1.966373269,-2.21727979,-2.415521032,-2.627212541,-2.879865896,-2.079336906,-1.249035167,-1.856912493
Population growth (annual %),SP.POP.GROW,Lesotho,LSO,1.789459565,0.219741613,0.931108536,1.021936222,1.104914388,1.189533622,1.2397919,1.254413132,1.251678122,1.267840873,1.20621788,1.062557097
Population growth (annual %),SP.POP.GROW,Liberia,LBR,-12.64553318,3.711300592,2.182354489,2.058594538,2.035413638,2.012596657,1.905489441,1.915395937,1.94236198,2.031168603,2.05886078,2.082087222
Population growth (annual %),SP.POP.GROW,Libya,LBY,2.556388295,1.895562666,1.946077689,1.862888263,1.537394116,1.442351312,1.517588879,1.548437626,1.399514414,1.283445092,1.214947645,1.137688282
Population growth (annual %),SP.POP.GROW,Liechtenstein,LIE,1.428545704,1.252282479,0.821163785,0.784827173,0.695762434,0.677661203,0.741744904,0.767717718,0.785258982,0.709498302,0.727556394,0.735015942
Population growth (annual %),SP.POP.GROW,Lithuania,LTU,0.36799903,-0.70338544,-1.012007368,-0.859827343,-0.940753797,-1.270694533,-1.398322201,-0.954190459,-0.264704355,0.026766758,0.21280543,1.141720569
Population growth (annual %),SP.POP.GROW,Luxembourg,LUX,1.251745707,1.344082996,2.311176253,2.356978705,2.359951181,2.155311988,2.430976418,1.928837514,1.96284492,1.666358674,1.518349367,1.659425236
Population growth (annual %),SP.POP.GROW,"Macao SAR, China",MAC,3.750204939,1.487756823,1.803915803,1.802575819,1.816016042,1.843799893,1.884356438,1.920344372,1.926360529,1.885220497,1.515044864,1.239146684
Population growth (annual %),SP.POP.GROW,Madagascar,MDG,2.955257307,3.039901008,2.67158914,2.627137771,2.588187143,2.586011484,2.584164852,2.554077041,2.525316628,2.482422893,2.416869374,2.37869515
Population growth (annual %),SP.POP.GROW,Malawi,MWI,3.898741981,2.300935218,2.806762968,2.788813239,2.759113701,2.717814084,2.695466368,2.685561427,2.68285756,2.665771783,2.611417766,2.559138271
Population growth (annual %),SP.POP.GROW,Malaysia,MYS,2.877739569,2.544593667,1.587439804,1.553018271,1.499409724,1.462069866,1.415369333,1.31563682,1.241514631,1.199859622,1.119853991,1.079363741
Population growth (annual %),SP.POP.GROW,Maldives,MDV,3.170324263,1.568301447,3.346640402,3.917483406,4.422534092,4.196904224,3.926287795,3.599640348,2.96723054,1.949134572,1.355177392,0.445829655
Population growth (annual %),SP.POP.GROW,Mali,MLI,1.929091624,2.907829296,2.920044502,3.170675518,3.146747167,3.190441423,3.216407258,3.174850089,3.126669914,3.142603659,3.157964369,3.095209254
Population growth (annual %),SP.POP.GROW,Malta,MLT,0.978313699,0.645267231,1.404050276,1.996754408,2.386395363,2.288615441,2.738662856,3.491955403,3.931356319,2.211207678,0.619810316,0.93690132
Population growth (annual %),SP.POP.GROW,Marshall Islands,MHL,2.326682646,0.721837705,-1.643608049,-1.833579585,-2.021525531,-2.21210383,-2.391336363,-2.571619347,-2.780253373,-2.98407683,-3.189954901,-1.150468925
Population growth (annual %),SP.POP.GROW,Mauritania,MRT,2.574549548,2.799182084,2.896122114,2.64221126,2.645957102,2.642528022,2.633524111,2.626187803,2.614654755,2.58400208,2.553910771,2.591601268
Population growth (annual %),SP.POP.GROW,Mauritius,MUS,0.712313471,0.982676166,0.242165627,0.181022098,0.13240433,0.068708233,0.090167266,0.054535454,0.032233064,0.00229068,0.025272988,-0.301401217
Population growth (annual %),SP.POP.GROW,Mexico,MEX,1.83597705,1.584550787,1.317160793,1.241466716,1.16700885,1.133234288,1.080420738,0.951668644,0.86026509,0.727243816,0.559420832,0.628607803
Population growth (annual %),SP.POP.GROW,"Micronesia, Fed. Sts.",FSM,1.849601599,0.152297026,0.347720569,0.381376448,0.400941559,0.4220858,0.458352099,0.450852096,0.404844283,0.650605244,0.9101587,0.908957181
Population growth (annual %),SP.POP.GROW,Moldova,MDA,0.461654049,-0.203371722,-0.026783769,-0.06097206,-0.76704956,-1.163022378,-1.727058466,-1.757004421,-1.600316536,-1.098031659,-0.759232259,-0.872640471
Population growth (annual %),SP.POP.GROW,Monaco,MCO,0.831034299,0.21893655,2.067809862,1.915204971,1.78404622,0.84246953,-0.072859748,-0.040500588,0.013502019,-0.302883027,-0.641236846,-0.593262624
Population growth (annual %),SP.POP.GROW,Mongolia,MNG,1.896626372,0.921869511,1.87336676,2.006686708,2.110866279,2.162336948,2.170490155,2.17135598,2.139997096,1.897015028,1.609371036,1.499669086
